"凑","ソウ, みなと, あつ.まる","piece together, assemble","Zh:

To gather

冫 ice + 奏 play music = 凑 gather

We gathered together to play icy music with icicles

SOU from 奏

凑 còu is composed of 奏 zòu and 冫, "
"奏","ソウ, かな.でる","play music, speak to a ruler, complete","𡗗 two hands + 天 heaven = two hands playing an instrument

SOU is the sound of the reed instrument

奏 originally depicted two hands holding a decorative instrument made of plants and wood, giving a musical performance as a type of prayer, indicating the original meaning “to sing and dance to music as a form of prayer.” "
"丂","コウ, さまた.げられる","obstruction of breath (qi) as it seeks release, variant of other characters","Just memorize as the sound KAO (zh) -> KOU (j)"
"工","コウ, ク, グ","craft, construction, katakana e radical (no. 48)","Craft"
"巧","コウ, たく.み, たく.む, うま.い","adroit, skilled, ingenuity","工 craft + 丂 kou = 巧 skilled (with crafts) [kou]"
"読","ドク, トク, トウ, よ.む, -よ.み","read","言 word + 売 sell = 読 read
reading is being sold on words

Read doku

only DOrKs read manga

Only TOKU reading is 

読本 tokuhon guidebook

Only TOU reading is

読点 touten (read mark) comma"
"入","ニュウ, ジュ, い.る, -い.る, -い.り, い.れる, -い.れ, はい.る","enter, insert","Ru -> nyuu"
"入店","にゅうてん","entering a store, entering a restaurant; becoming an employee of a store, starting to work at a store; opening up a shop (in a department store, etc.)","Enter shop"
"正中線","せいちゅうせん","median line","正中 exact middle + 線 line"
"正常化","せいじょうか","normalization, normalisation","正常 normal 化 ization"
"正念場","しょうねんば","critical moment, do-or-die situation, critical juncture","正念 true faith 場 place (point)"
"正方形","せいほうけい","square","正方 square 形 shape"
"対","タイ, ツイ, あいて, こた.える, そろ.い, つれあ.い, なら.ぶ, むか.う","vis-a-vis, opposite, even, equal, versus, anti-, compare","TAI is opposite"
"反対","はんたい","opposition, resistance, antagonism, hostility, objection, dissent; reverse, opposite, inverse, contrary","反 anti + 対 opposite = opposition"
"正反対","せいはんたい","exactly the opposite (of), completely opposite, quite contrary","正 correct 反対 opposite = exactly opposite"
"巻","かん","volume (of book), reel (of film); scroll (of books or paintings), roll (paper, etc.)","第7巻好評発売中"
"格好","かっこう, かっこ, カッコ","shape, form, figure, posture, pose; appearance, style; state, situation; suitable, fit, reasonable; about","格 status 好 good = shape/suitible"
"好評","こうひょう","favorable reception, good reputation, popularity","好 good + 評 examine/criticism = critical appeal"
"発売","はつばい","sale, offering for sale, putting on sale, putting on the market, release (for sale)","発 publish + 売 sell = release for sale = "
"累","ルイ","accumulate, involvement, trouble, tie up, continually","Lei is tired in chinese

Also means to accumulate

田 field + 糸 thread = accumulate threads on the field from sewing 

RUI from RUIned by accumulated debt"
"累計","るいけい","cumulative total, accumulated total, total up to now","累 accumulate + 計 measure = measure of accumulation = cumulative total

累计 in zh"
"部","ぶ","department (in an organization, company, etc.), division, bureau, faculty; club (at a school, university, etc.), team; part, portion, region, area; category, class, division, section, heading; counter for copies of a newspaper, magazine, book, etc.","累計120万部突破

- 累計 (total)
- [number] + 万部 (man-bu = 10,000 copies)
- 突破 (exceeded/broken through)

部 (bu) is the counter for copies of magazines, newspapers, books etc.
"
"所属","しょぞく","belonging to (a group, organization, etc.), affiliation (with), being attached to, being under the control of, serving (in the military, congress, etc.)","所 place + 属 belong = belonging to a place (org)"
"禹","ウ","name of a Chinese emperor","insect 虫 with a wide bottom 冂 and head 一

Component uses
Sound component in 3 characters (0 verified)
齲 龋 踽
Simplified component in 1 character (1 verified)
属

Used infrequently -> memorize as insect"
"属","ゾク, ショク, さかん, つく, やから","belong, genus, subordinate official, affiliated","尸 body + 禹 insect = genus of insects with specific body = 属 genus = belong to (genus)"
"価格","かかく","price, value, cost","価 price 格 status = price"
"設","セツ, もう.ける","establishment, provision, prepare","言 word + 殳 action = the action of words on a contract to establish something = establishment 設"
"設定","せってい","establishment, creation, posing (a problem), setting (movie, novel, etc.), scene; options setting, preference settings, configuration, setup","設 establishment + 定 determine = establishment/setting

Gemination: setsu tei = settei"
"得","とく","profit, advantage, benefit, gain; rebirth in paradise, entering nirvana","I TOK it because it was on sale 🉐"
"お得","おとく, おトク","bargain, good-value, economical","I TOK it because it was on sale 🉐"
"信","シン","faith, truth, fidelity, trust","Conveys trusting (信) what a person (人) says (言). 

xìn

1 (orig.) honesty
2 → to trust, to believe
3 ⇒ person who delivers letters (i.e., a trustworthy person. Only used in ancient texts)
4 ⇒ letter; correspondence
5 ⇒ message; information"
"返信","へんしん","reply (e.g. email, fax, letter), answer","返 return 信 trust/message = return message = reply"
"突破","とっぱ","breaking through, breakthrough, penetration; surmounting (a difficulty), overcoming, getting over, accomplishing (an aim), reaching (a goal); exceeding, passing, rising above","突 suddenly + "
"雪","セツ, ゆき","snow","雨 rain + ⺕ E = snow (E is reminder that it’s xuE)"
"⺕","","","彐 is an abbreviated form of 篲 huì “broom,” or pigs head 
Can also be a hand"
"肌","キ, はだ","texture, skin, body, grain","月 flesh + 几 table [zh: JI] = skin [zh: JI] (muscle in chinese)

This is KI as in 肌骨 KIkou and 肌膚 KIfu but other than that it’s hada

Zh: 肌肉 jirou muscle"
"雪肌","ゆきはだ, せっき, せっぷ","snow's surface; lily-white skin, fair skin","Snow skin

Sekkisei would be canceled if named in America"
"精子","せいし","sperm, spermatozoon","Spirit kid = sperm"
"狡","コウ, キョウ, ずる.い, こす.い, わるがしこ.い","cunning, sly, crafty, miserly, mean, stingy","⺨  Dog + 交 intersect/exchange = sly dog who exchanges things (交易 koueki, jiaoyi, trade, business transactions) = sly

KOU from 交"
"狡い","ずるい, こすい, ズルイ, ズルい","sly, cunning, sneaky, crafty, unfair, dishonest; miserly, mean, stingy","The sly dog ⺨ RUIns the ZOO"
"柵","サク, サン, しがら.む, しがらみ, とりで, やらい","stockade, fence, weir, entwine around","Wood and looks like a fence

Saku from 冊 but that reading is only used with old stuff"
"配信","はいしん","distribution (of information, news, etc.), broadcast, delivery, transmission, streaming (over the Internet)","配 distribute + 信 message = distribution of information"
"生配信","なまはいしん","live stream, live streaming, live broadcast (over the Internet)","Live + broadcast"
"酷","コク, ひど.い","cruel, severe, atrocious, unjust","酉 alcohol + 告 tell = to speak like alcohol is to tell cruel things = cruel 酷

KOKU from 告"
"調子に乗る","ちょうしにのる","to get carried away, to get overly elated, to become over-excited, to be caught up in the moment, to get cocky; to get up to speed, to move into gear","riding on one's condition/rhythm"
"募","ボ, つの.る","recruit, campaign, gather (contributions), enlist, grow violent","Collect/recruit

莫 no + 力 power = i have no power alone, i need to recruit people/collect funds = 募

BO (mu) from 莫"
"集","シュウ, あつ.まる, あつ.める, つど.う","gather, meet, congregate, swarm, flock","Depicts birds (隹) gathering together on top of a (木).

SHUU = ŞU kuşlar ağacın tepesinde toplanıyor "
"募集","ぼしゅう","recruitment, invitation, selection, advertisement, taking applications; raising (funds, donations, etc.), collection, subscription, solicitation; flotation (of shares, loans, etc.)","募 recruit + 集 gather = recruitment"
"降","コウ, ゴ, お.りる, お.ろす, ふ.る, ふ.り, くだ.る, くだ.す","descend, precipitate, fall, surrender","Depicts two feet (夂、止) descending down a hill (阝).

温度が降下した now it’s KOUld"
"降車","こうしゃ","alighting (from a train, bus, etc.), getting off, getting out (of a car)","Descend car"
"専","セン, もっぱ.ら","specialty, exclusive, mainly, solely","Special/exclusive

叀 spin radical only used in this and 恵 (favor) both in Japanese and Chinese, and simplified has 专 which looks super different

They both kinda mean special, this means special/especially for and that means favor/favored

Maybe memorize this as special

由 reason + 寸 little = little reason is needed for this to be specially mine 専用

SENin için değil"
"居","キョ, コ, い.る, -い, お.る","reside, to be, exist, live with","尸 door + 古 old = door on old house = reside 居 (in residence 居住)

KyO from 古"
"夹","","","Pictograph of a person (大) being pushed by people 人 on both sides (traditional: 夾)

Wedged

>大<"
"挟","キョウ, ショウ, はさ.む, はさ.まる, わきばさ.む, さしはさ.む","pinch, between","Wedged 夾 in one's arms 扌; 夾 also provides the pronunciation

扌 hand 夹 pinching a guy by both sides >大< stretching his head and arms up


kYOU im being pinched!"
"狭","キョウ, コウ, せま.い, せば.める, せば.まる, さ","cramped, narrow, contract, tight","⺨ dog 夹 wedged in a narrow space"
"狭い","せまい","narrow, confined, small, cramped; limited, narrow-minded, confining","seman goes through the narrow urethra"
"歹","ガツ, ガチ, タイ","bare bone, bad, wrong, death radical (n. 78)","Bad

Used in 好歹 haodai (good and bad) whatever, in any case"
"列","レツ, レ","file, row, rank, tier, column","Bad 歹 + knife 刂 = bad people 歹人  put you in a line threaten by knife"
